SaleKey,CityKey,CustomerKey,BillToCustomerKey,StockItemKey,InvoiceDateKey,DeliveryDateKey,SalespersonKey,WWIInvoiceID,Description,Package,Quantity,UnitPrice,TaxRate,TotalExcludingTax,TaxAmount,Profit,TotalIncludingTax,TotalDryItems,TotalChillerItems,LineageKey,ProductId
5902201,64853,302,202,207,2019-04-30,2019-05-01,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
5903101,64853,302,202,207,2019-04-30,2019-05-01,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
5903941,64853,302,202,207,2019-04-30,2019-05-01,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
5904841,64853,302,202,207,2019-04-30,2019-05-01,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
5905741,64853,302,202,207,2019-04-30,2019-05-01,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
5908981,64853,302,202,207,2019-04-30,2019-05-01,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
5911621,64853,302,202,207,2019-05-01,2019-05-02,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
5912581,64853,302,202,207,2019-05-01,2019-05-02,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
5912641,64853,302,202,207,2019-05-01,2019-05-02,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
5237101,64853,302,202,207,2019-02-23,2019-02-24,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
5237161,64853,302,202,207,2019-02-23,2019-02-24,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4918141,64853,302,202,207,2019-01-22,2019-01-23,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4918981,64853,302,202,207,2019-01-22,2019-01-23,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4919041,64853,302,202,207,2019-01-22,2019-01-23,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4919941,64853,302,202,207,2019-01-22,2019-01-23,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4920841,64853,302,202,207,2019-01-22,2019-01-23,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4924081,64853,302,202,207,2019-01-22,2019-01-23,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4926781,64853,302,202,207,2019-01-23,2019-01-24,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4926841,64853,302,202,207,2019-01-23,2019-01-24,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4927741,64853,302,202,207,2019-01-23,2019-01-24,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4928641,64853,302,202,207,2019-01-23,2019-01-24,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4929481,64853,302,202,207,2019-01-23,2019-01-24,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4930381,64853,302,202,207,2019-01-23,2019-01-24,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4931341,64853,302,202,207,2019-01-23,2019-01-24,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4932181,64853,302,202,207,2019-01-23,2019-01-24,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4937101,64853,302,202,207,2019-01-24,2019-01-25,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4938061,64853,302,202,207,2019-01-24,2019-01-25,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4938841,64853,302,202,207,2019-01-24,2019-01-25,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4939621,64853,302,202,207,2019-01-24,2019-01-25,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4940461,64853,302,202,207,2019-01-24,2019-01-25,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4940521,64853,302,202,207,2019-01-24,2019-01-25,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4941421,64853,302,202,207,2019-01-24,2019-01-25,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4950601,64853,302,202,207,2019-01-25,2019-01-26,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4951381,64853,302,202,207,2019-01-25,2019-01-26,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4956241,64853,302,202,207,2019-01-25,2019-01-26,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4956301,64853,302,202,207,2019-01-25,2019-01-26,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4957201,64853,302,202,207,2019-01-26,2019-01-27,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4958041,64853,302,202,207,2019-01-26,2019-01-27,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4958101,64853,302,202,207,2019-01-26,2019-01-27,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4959001,64853,302,202,207,2019-01-26,2019-01-27,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4959841,64853,302,202,207,2019-01-26,2019-01-27,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4960681,64853,302,202,207,2019-01-26,2019-01-27,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4962241,64853,302,202,207,2019-01-26,2019-01-27,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4964641,64853,302,202,207,2019-01-26,2019-01-27,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4967221,64853,302,202,207,2019-01-27,2019-01-28,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4967281,64853,302,202,207,2019-01-27,2019-01-28,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4968121,64853,302,202,207,2019-01-27,2019-01-28,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
5961301,64853,302,202,207,2019-05-06,2019-05-07,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
4861,64853,302,202,192,2018-06-30,2018-07-01,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-07-01,2018-07-02,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-07-02,2018-07-03,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-10-06,2018-10-07,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-10-07,2018-10-08,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-10-08,2018-10-09,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-10-09,2018-10-10,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-10-10,2018-10-11,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-10-11,2018-10-12,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-10-12,2018-10-13,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-10-13,2018-10-14,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-10-14,2018-10-15,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-10-15,2018-10-16,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-10-16,2018-10-17,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-10-17,2018-10-18,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-10-18,2018-10-19,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-10-19,2018-10-20,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-10-20,2018-10-21,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-10-21,2018-10-22,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-10-22,2018-10-23,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-10-23,2018-10-24,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-10-24,2018-10-25,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-10-25,2018-10-26,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-10-26,2018-10-27,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-10-27,2018-10-28,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-10-28,2018-10-29,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-10-29,2018-10-30,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-10-30,2018-10-31,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-10-31,2018-11-01,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-11-01,2018-11-02,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-11-02,2018-11-03,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-11-03,2018-11-04,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-11-04,2018-11-05,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-11-05,2018-11-06,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-11-06,2018-11-07,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-11-07,2018-11-08,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-11-08,2018-11-09,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-11-09,2018-11-10,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-11-10,2018-11-11,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-11-11,2018-11-12,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-11-12,2018-11-13,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-07-21,2018-07-22,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-07-22,2018-07-23,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-07-23,2018-07-24,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-07-24,2018-07-25,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-07-25,2018-07-26,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-07-26,2018-07-27,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-07-27,2018-07-28,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-07-28,2018-07-29,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-07-29,2018-07-30,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-07-30,2018-07-31,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-07-31,2018-08-01,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-08-01,2018-08-02,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-08-02,2018-08-03,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-08-03,2018-08-04,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-08-04,2018-08-05,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4861,64853,302,202,192,2018-08-05,2018-08-06,9,242,DBA joke mug - two types of DBAs (White),Each,2,3.25,15.000,6.50,0.98,2.13,7.48,2,0,11,30
4441,64853,302,202,207,2018-06-30,2018-07-01,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-07-01,2018-07-02,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-07-02,2018-07-03,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-07-03,2018-07-04,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-07-04,2018-07-05,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-07-05,2018-07-06,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-07-06,2018-07-07,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-07-07,2018-07-08,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-07-08,2018-07-09,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-07-09,2018-07-10,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-07-10,2018-07-11,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-07-11,2018-07-12,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-07-12,2018-07-13,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-09-10,2018-09-11,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-09-11,2018-09-12,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-09-12,2018-09-13,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-01-01,2018-01-02,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-01-02,2018-01-03,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-01-03,2018-01-04,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-01-04,2018-01-05,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-01-05,2018-01-06,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-01-06,2018-01-07,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-01-07,2018-01-08,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-01-08,2018-01-09,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-01-09,2018-01-10,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-01-10,2018-01-11,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-01-11,2018-01-12,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-01-12,2018-01-13,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-01-13,2018-01-14,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-01-14,2018-01-15,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-01-15,2018-01-16,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-01-16,2018-01-17,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-01-17,2018-01-18,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-01-18,2018-01-19,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-01-19,2018-01-20,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-01-20,2018-01-21,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-01-21,2018-01-22,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-01-22,2018-01-23,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-01-23,2018-01-24,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-01-24,2018-01-25,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-01-25,2018-01-26,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-01-26,2018-01-27,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-01-27,2018-01-28,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-01-28,2018-01-29,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-01-29,2018-01-30,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-01-30,2018-01-31,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-01-31,2018-02-01,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-02-01,2018-02-02,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-02-02,2018-02-03,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-02-03,2018-02-04,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-02-04,2018-02-05,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-02-05,2018-02-06,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-02-06,2018-02-07,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-02-07,2018-02-08,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-02-08,2018-02-09,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-02-09,2018-02-10,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
4441,64853,302,202,207,2018-02-10,2018-02-11,9,242,USB food flash drive - shrimp cocktail,Each,1,8.00,15.000,8.00,1.20,2.50,9.20,1,0,11,67
5961361,64853,302,202,207,2019-05-06,2019-05-07,9,242,USB food flash drive - shrimp cocktail,Each,1,10.67,15.000,10.67,1.60,3.34,12.27,1,0,11,67
